Ref. no.,MedConTaCCt_ref,no_of_artifacts,Archaeological excavation,Interpretation of the context,Site,GEO1: town/city/site,GEOCoordinates1,GEOCoordinates2,GEO2_province_region,GEO3_Country,Mining_District,Mine/outcrop,OutcropCoordinates1,OutcropCoordinates2,Main ore,Material,Type_of_object,Typology,Stamps/seals/marks,Period,Chron_production_1,Chron_production_2,Chron_arch_context_1,Chron_arch_context_2,XRF,XRD,RX-EDS,ID-TIMS,TIMS,ICP-MS,LA-ICP-MS,MC-ICP-MS,206Pb/204Pb,SD/ERROR,207Pb/204Pb,SD/ERROR1,208Pb/204Pb,SD/ERROR2,207Pb/206Pb,SD/ERROR3,208Pb/206Pb,SD/ERROR4,tmod,mu12,kappa12,Lab. Analysis,Reference archaeometric publication,Observations
F-25090,LEAD01177,1,,,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,,,,,,Litharge,Archaeological litharge,,,Bronze Age,,,,,,,,,X,,,,18.71,,15.6702,,38.9729,,0.83753,,2.083,,,,,WestfÃ¤lische Wilhelms UnivresitÃ¤t MÃ¼nster (Germany),Renzi et al. 2009: 2584-2596,
F-62073,LEAD01178,1,,,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,,,,,,Litharge,Archaeological litharge,,,Bronze Age,,,,,,,,,X,,,,18.73,,15.6946,,39.0708,,0.83794,,2.086,,,,,WestfÃ¤lische Wilhelms UnivresitÃ¤t MÃ¼nster (Germany),Renzi et al. 2009: 2584-2596,
PA0320,LEAD01179,1,,,Almizarique,Cuevas del Almanzora,37.29858,-1.88207,Almeria,Spain,Cartagena-Mazarron/Sierra Morena ,,,,,Copper,Undefined object,,,Bronze Age,,,,,,,,,X,,,,18.578,,15.6828,,38.687,,0.84416,,2.0824,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz & Murillo-Barroso 2010: 37-51,
PA2619,LEAD01180,1,,,Almizarique,Cuevas del Almanzora,37.29858,-1.88207,Almeria,Spain,Cartagena-Mazarron/Sierra Morena ,,,,,Copper,Undefined object,,,Bronze Age,,,,,,,,,X,,,,18.6668,,15.6649,,38.7906,,0.83918,,2.07796,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz & Murillo-Barroso 2010: 37-51,
AA1080B,LEAD01181,1,,,Almizarique,Cuevas del Almanzora,37.29858,-1.88207,Almeria,Spain,Cartagena-Mazarron/Sierra Morena ,,,,,Copper,Undefined object,,,Bronze Age,,,,,,,,,X,,,,18.6497,,15.6745,,38.7731,,0.84047,,2.07893,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz & Murillo-Barroso 2010: 37-51,
AA1106D,LEAD01182,1,,,Almizarique,Cuevas del Almanzora,37.29858,-1.88207,Almeria,Spain,Cartagena-Mazarron/Sierra Morena ,,,,,Copper,Undefined object,,,Bronze Age,,,,,,,,,X,,,,18.6827,,15.668,,38.8371,,0.83863,,2.07868,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz & Murillo-Barroso 2010: 37-51,
63,LEAD01183,1,,,Cova de la Pesseta,Torrelles de Foix,41.43154,1.551566,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,X,,,,18.705,,15.658,,38.907,,0.8371,,2.08,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)","Soriano & Chamon Fernandez, 2012: 73-89",
CPR-1044-31,LEAD01184,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.692,,15.641,,38.875,,0.83682,,2.0798,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-487-30,LEAD01185,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.677,,15.65,,38.867,,0.83689,,2.078,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-363-15,LEAD01186,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.716,,15.678,,39.003,,0.83766,,2.0839,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-TA-1144-1,LEAD01187,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.679,,15.643,,38.885,,0.83745,,2.0817,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-643-10,LEAD01188,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.753,,15.715,,39.145,,0.83801,,2.0874,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-596-7,LEAD01189,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.727,,15.693,,39.061,,0.83801,,2.0858,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-TA-1151-1,LEAD01190,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.786,,15.737,,39.257,,0.83773,,2.0897,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-TA-1156-11,LEAD01191,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.686,,15.644,,38.915,,0.83717,,2.0825,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-1086-1,LEAD01192,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.681,,15.639,,38.887,,0.83717,,2.0816,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CPR-1025-25,LEAD01193,1,,,Can Piteu - Can Roqueta,Sabadell,41.54875,2.10285,Barcelona,Spain,,,,,,Bronze,Undefined object,,,,,,,,,,,,,,,,18.728,,15.691,,39.051,,0.83787,,2.0851,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Rovira et al. 2008,
CI77,LEAD01194,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.713,,15.667,,38.976,,0.83724,,2.082,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI78,LEAD01195,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.712,,15.674,,38.999,,0.83766,,2.084,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI79,LEAD01196,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.714,,15.673,,38.991,,0.83745,,2.0833,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI80,LEAD01197,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.718,,15.673,,39,,0.83738,,2.0833,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI81,LEAD01198,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.708,,15.666,,38.971,,0.83738,,2.0829,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI82,LEAD01199,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.718,,15.669,,38.959,,0.8371,,2.081,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI83,LEAD01200,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.691,,15.64,,38.866,,0.83675,,2.0794,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI84,LEAD01201,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.75,,15.706,,39.176,,0.83766,,2.0894,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI85,LEAD01202,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.671,,15.64,,38.872,,0.83766,,2.0819,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI86,LEAD01203,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.722,,15.682,,39.025,,0.83759,,2.0844,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI87,LEAD01204,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.728,,15.685,,39.027,,0.83752,,2.0839,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI88,LEAD01205,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.716,,15.677,,39.011,,0.83759,,2.0844,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI89,LEAD01206,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.724,,15.682,,39.041,,0.83752,,2.0851,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI90,LEAD01207,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.72,,15.681,,39.033,,0.83752,,2.085,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI91,LEAD01208,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.753,,15.718,,39.053,,0.83815,,2.0825,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI92,LEAD01209,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.738,,15.702,,39.095,,0.83794,,2.0864,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI93,LEAD01210,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.719,,15.665,,38.995,,0.83682,,2.0832,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI94,LEAD01211,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.758,,15.703,,39.116,,0.8371,,2.0854,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI95,LEAD01212,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.712,,15.661,,38.924,,0.83696,,2.0802,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI96,LEAD01213,1,,Wreck,Pecio del Cobre - Islote de Sancti Petri ,Chiclana de la Frontera,36.4413,-6.11462,Cadiz,Spain,,,,,,Copper,Undefined object,,,,,,,,,,,,,,,X,18.72,,15.672,,38.994,,0.83717,,2.0829,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Klein et al. 2007: 203-221,
CI 117,LEAD01214,1,,Wreck,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.366667,-3.833333,,Copper,Ingot,,"Q. ANT, HEL Y M",Roman,,,,,,,,,,,,X,18.682,,15.666,,38.851,,0.83857,,2.0796,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
CI 118,LEAD01215,1,,Wreck,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.366667,-3.833333,,Copper,Ingot,,"Q. ANT, HEL Y M",Roman,,,,,,,,,,,,X,18.736,,15.667,,38.97,,0.83619,,2.0799,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
CI 119,LEAD01216,1,,Wreck,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.366667,-3.833333,,Copper,Ingot,,"Q. ANT, HEL Y M",Roman,,,,,,,,,,,,X,18.738,,15.671,,39.001,,0.8364,,2.0817,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
CI 120,LEAD01217,1,,Wreck,Playa de Regla (wreck),Chipiona,36.73314,-6.43239,Cadiz,Spain,Sierra Morena ,Linares-La Carolina,38.366667,-3.833333,,Copper,Ingot,,"Q. ANT, HEL Y M",Roman,,,,,,,,,,,,X,18.743,,15.676,,39,,0.83633,,2.0806,,,,,"Goethe-UniversitÃ¤t, Frankfurt (Germany) ",Nesta et al. 2011: 191-207,
PA12373,LEAD01218,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,,,,,,Lead,Archaeological galena,,,Greek,,,,,X,,,,X,,,,18.742,,15.68,,39.046,,0.83661,,0.0833,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz et al. 2009: 423-434,
PA12407,LEAD01219,1,Ullastret,,Ullastret,Ullastret,42.005795,3.078994,Girona,Spain,,,,,,Lead,Archaeological galena,,,Greek,,,,,X,,,,X,,,,18.707,,15.662,,38.984,,0.83724,,2.0839,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz et al. 2009: 423-434,
PA13736,LEAD01220,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,,,,,,Lead,Archaeological galena,,,Greek,,,,,,,,,X,,,,18.726,,15.673,,38.992,,0.83647,,2.0822,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz et al. 2009: 423-434,
PA12447,LEAD01221,1,,,,Banyoles,42.1179,2.76585,Girona,Spain,,,,,,Lead,Undefined object,,,Greek,,,,,,,,,X,,,,18.754,,15.694,,39.104,,0.83689,,2.085,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz et al. 2009: 423-434,
,LEAD01222,1,,,Canto Tortoso,Gorafe,37.586193,-3.015277,Granada,Spain,,,,,,Copper,Pin,,,,,,-1300,-800,,,,,,,,X,18.733,,15.671,,39.008,,0.83654,,2.082,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Carrasco Rus et al. 2013: 31-52,
,LEAD01223,1,,,Las Muelas,Almedilla,37.605621,-3.202485,Granada,Spain,,,,,,Copper,Pin,,,,,,-1300,-800,,,,,,,,X,18.741,,15.688,,39.023,,0.8371,,2.0822,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Carrasco Rus et al. 2013: 31-52,
,LEAD01224,1,,,Monachil,Monachil,37.136635,-3.548402,Granada,Spain,,,,,,Copper,Pin,,,,,,-1300,-800,,,,,,,,X,18.913,,15.846,,39.475,,0.83787,,2.0869,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Carrasco Rus et al. 2013: 31-52,
RT-26A-83,LEAD01225,1,,,Corta Lago,Rio Tinto,37.68973,-6.59376,Huelva,Spain,,,,,,Lead,Undefined object,,,Iberian,,,-300,-200,,,,,X,,,,18.73,,16.119,,39.276,,18.671,,2.09694,,,,,"Isotrace, Univ. Oxford (United Kingdom)",Craddock et al. 1985: 199-217,
RT-19A-86,LEAD01226,1,,,Corta Lago,Rio Tinto,37.68973,-6.59376,Huelva,Spain,,,,,,Lead,Undefined object,,,Iberian,,,-300,-200,,,,,X,,,,18.59,,15.709,,38.9,,18.722,,2.09253,,,,,"Isotrace, Univ. Oxford (United Kingdom)",Craddock et al. 1985: 199-217,
RT-19A-63,LEAD01227,1,,,Corta Lago,Rio Tinto,37.68973,-6.59376,Huelva,Spain,,,,,,Lead,Undefined object,,,Iberian,,,-300,-200,,,,,X,,,,18.779,,15.764,,39.269,,18.728,,2.09112,,,,,"Isotrace, Univ. Oxford (United Kingdom)",Craddock et al. 1985: 199-217,
RT-19A-85,LEAD01228,1,,,Corta Lago,Rio Tinto,37.68973,-6.59376,Huelva,Spain,,,,,,Litharge,Archaeological litharge,,,Iberian,,,-300,-200,,,,,X,,,,18.599,,15.702,,38.879,,18.716,,2.0904,,,,,"Isotrace, Univ. Oxford (United Kingdom)",Craddock et al. 1985: 199-217,
AE106,LEAD01229,1,,,Bolskan,Huesca,42.13743,-0.40658,Huesca,Spain,Cartagena-Mazarron/Sierra Morena ,,,,,Bronze,Coin / Token,,,Bronze Age,,,,,,,,,X,,,,18.714,,15.672,,38.979,,18.712,,2.08282,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Montero-Ruiz & Murillo-Barroso 2010: 37-51,
PA-13782(XV-23),LEAD01230,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,,,,,,Galena,Archaeological galena,,,Bronze Age,,,,,,,,,X,,,,18.7832,,15.7526,,39.1499,,18.72,,2.0842,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Ramon et al. 2011: 55-81,
PAJ3779(Vlll-19),LEAD01231,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,,,,,,Galena,Archaeological galena,,,Bronze Age,,,,,,,,,X,,,,18.7596,,15.7165,,39.0268,,18.682,,2.0803,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Ramon et al. 2011: 55-81,
PAl3784(XV-23),LEAD01232,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,,,,,,Galena,Archaeological galena,,,Bronze Age,,,,,,,,,X,,,,18.708,,15.6801,,38.9206,,18.736,,2.0804,,,,,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Ramon et al. 2011: 55-81,
